,Make,Model,Style,Fuel_type,Transmission
6331,Nissan,Qashqai,Crossover,Petrol,1
6332,Porsche,Cayenne,Crossover,Diesel,1
6333,Nissan,Rare,Universal,Petrol,0
6334,Opel,Astra,Universal,Diesel,0
6335,Porsche,Rare,Coupe,Petrol,1
6336,Toyota,Rav 4,Crossover,Diesel,1
6337,BMW,X5,Crossover,Diesel,1
6338,Toyota,Avensis,Sedan,Petrol,0
6339,BMW,7 Series,Sedan,Diesel,1
6340,Skoda,Superb,Sedan,Petrol,0
6341,BMW,X5,Crossover,Hybrid,1
6342,Toyota,Prius,Universal,Hybrid,1
6343,BMW,5 Series,Sedan,Diesel,1
6344,Volkswagen,Passat,Sedan,Petrol,1
6345,BMW,3 Series,Sedan,Petrol,1
6346,Ford,Fusion,Sedan,Plug-in Hybrid,1
6347,Volkswagen,Sharan,Minivan,Diesel,0
6348,Citroen,Rare,Universal,Hybrid,1
6349,Volvo,Rare,Universal,Metan/Propan,1
6350,Audi,Rare,Hatchback,Petrol,1
6351,Ford,Fusion,Sedan,Hybrid,1
6352,Toyota,Prius,Hatchback,Hybrid,1
6353,Lexus,IS Series,Sedan,Hybrid,1
6354,BMW,X5,Crossover,Plug-in Hybrid,1
6355,Dacia,Duster,Crossover,Diesel,0
6356,BMW,X3,Crossover,Petrol,0
6357,Lexus,RX Series,Crossover,Metan/Propan,1
6358,Renault,Talisman,Sedan,Diesel,1
6359,Hyundai,Tucson,Crossover,Petrol,1
6360,Audi,A8,Sedan,Petrol,1
6361,Skoda,Octavia,Sedan,Diesel,0
6362,BMW,X6,Crossover,Diesel,1
6363,Toyota,Land Cruiser Prado,SUV,Petrol,1
6364,Renault,Megane,Universal,Diesel,0
6365,BMW,X6,Crossover,Diesel,1
6366,Audi,Rare,Sedan,Petrol,1
6367,Toyota,Rare,Universal,Hybrid,1
6368,Dacia,Logan Mcv,Universal,Metan/Propan,1
6369,Renault,Kadjar,Crossover,Diesel,1
6370,BMW,5 Series,Sedan,Diesel,1
6371,BMW,5 Series,Sedan,Petrol,1
6372,Volvo,XC60,Universal,Diesel,1
6373,Hyundai,Tucson,Crossover,Diesel,1
6374,Toyota,Prius,Hatchback,Hybrid,1
6375,Opel,Insignia,Sedan,Petrol,1
6376,Dacia,Duster,Crossover,Diesel,0
6377,Toyota,Auris,Hatchback,Diesel,0
6378,Honda,CR-V,Crossover,Diesel,1
6379,Volvo,Rare,Universal,Hybrid,1
6380,Audi,Rare,Hatchback,Metan/Propan,1
6381,Skoda,Octavia,Universal,Diesel,0
6382,Audi,Rare,Sedan,Petrol,1
6383,Skoda,Fabia,Universal,Diesel,0
6384,Toyota,Rav 4,Crossover,Metan/Propan,1
6385,Audi,Q7,Crossover,Diesel,1
6386,Nissan,Rare,Hatchback,Diesel,0
6387,Toyota,Prius,Sedan,Hybrid,1
6388,Volkswagen,Transporter,Minivan,Diesel,1
6389,Opel,Astra,Universal,Diesel,0
6390,Volkswagen,Rare,Minivan,Diesel,1
6391,Toyota,Avensis,Universal,Diesel,0
6392,Toyota,Corolla,Universal,Diesel,0
6393,Volkswagen,Golf,Hatchback,Petrol,0
6394,BMW,7 Series,Sedan,Metan/Propan,1
6395,Ford,Fusion,Sedan,Hybrid,1
6396,Nissan,Juke,Crossover,Diesel,0
6397,Volkswagen,Caddy,Combi,Diesel,0
6398,Skoda,Octavia,Universal,Petrol,1
6399,Toyota,Camry,Sedan,Petrol,1
6400,Renault,Clio,Universal,Diesel,0
6401,Volvo,XC60,Crossover,Diesel,1
6402,BMW,7 Series,Sedan,Metan/Propan,1
6403,Lexus,GS Series,Sedan,Petrol,1
6404,KIA,Rare,Sedan,Metan/Propan,1
6405,Nissan,Juke,Crossover,Petrol,0
6406,Mitsubishi,Lancer,Sedan,Petrol,0
6407,Toyota,Rare,Universal,Hybrid,1
6408,Audi,A4,Sedan,Petrol,1
6409,Renault,Rare,Crossover,Diesel,1
6410,Skoda,Fabia,Universal,Petrol,0
6411,Toyota,Prius,Hatchback,Hybrid,1
6412,Volkswagen,Jetta,Sedan,Hybrid,1
6413,Peugeot,Rare,Crossover,Hybrid,1
6414,Skoda,Octavia,Hatchback,Metan/Propan,0
6415,Audi,A6,Universal,Diesel,0
6416,BMW,X5,Crossover,Diesel,1
6417,Toyota,Prius,Hatchback,Hybrid,1
6418,Toyota,Corolla,Universal,Diesel,0
6419,Toyota,Prius,Sedan,Hybrid,1
6420,Suzuki,Rare,Crossover,Petrol,1
6421,Ford,Fiesta,Hatchback,Diesel,0
6422,Skoda,Rare,Hatchback,Petrol,1
6423,Land Rover,Range Rover Sport,Crossover,Diesel,1
6424,Land Rover,Rare,Crossover,Diesel,1
6425,BMW,X5,Crossover,Diesel,1
6426,BMW,X3,Crossover,Diesel,1
6427,Audi,Rare,Crossover,Hybrid,1
6428,Nissan,Qashqai,Crossover,Diesel,0
6429,Lexus,Rare,SUV,Metan/Propan,1
6430,Renault,Megane,Universal,Diesel,0
6431,Opel,Astra,Universal,Petrol,1
6432,Skoda,Superb,Sedan,Diesel,1
6433,Ford,Transit Connect,Combi,Diesel,0
6434,Skoda,Superb,Sedan,Diesel,0
6435,Toyota,Land Cruiser Prado,SUV,Metan/Propan,1
6436,BMW,X5,Crossover,Diesel,1
6437,Toyota,Rare,Universal,Diesel,0
6438,Skoda,Superb,Sedan,Diesel,1
6439,Volkswagen,Golf,Hatchback,Plug-in Hybrid,1
6440,BMW,Rare,Universal,Petrol,1
6441,Mercedes,GLK Class,Crossover,Diesel,0
6442,KIA,Rare,Sedan,Petrol,0
6443,Chevrolet,Rare,Sedan,Petrol,0
6444,Audi,A6,Universal,Diesel,1
6445,Volkswagen,Transporter,Minivan,Diesel,0
6446,Mercedes,Rare,Sedan,Petrol,1
6447,Suzuki,Rare,Crossover,Petrol,1
6448,Skoda,Superb,Sedan,Diesel,1
6449,Subaru,Rare,Hatchback,Diesel,0
6450,BMW,Rare,Sedan,Petrol,1
6451,Mercedes,GLK Class,Crossover,Diesel,1
6452,Opel,Insignia,Universal,Diesel,0
6453,Volkswagen,Polo,Hatchback,Diesel,0
6454,Volkswagen,Golf,Universal,Petrol,0
6455,Hyundai,Tucson,Crossover,Diesel,0
6456,Audi,A4,Universal,Diesel,0
6457,Honda,Civic,Sedan,Hybrid,1
6458,BMW,3 Series,Sedan,Petrol,1
6459,BMW,X3,Crossover,Diesel,1
6460,Toyota,Prius,Hatchback,Hybrid,1
6461,Audi,A4,Sedan,Petrol,1
6462,BMW,X5,Crossover,Petrol,1
6463,Land Rover,Freelander,Crossover,Diesel,1
6464,Ford,Focus,Universal,Diesel,1
6465,Subaru,Rare,Universal,Metan/Propan,0
6466,Lexus,CT Series,Hatchback,Hybrid,1
6467,Fiat,Rare,Hatchback,Petrol,1
6468,Toyota,Corolla,Hatchback,Petrol,1
6469,Mercedes,Vito,Minivan,Diesel,1
6470,Skoda,Superb,Sedan,Diesel,0
6471,Volkswagen,Tiguan,Crossover,Petrol,1
6472,KIA,Optima,Sedan,Hybrid,1
6473,Ford,Fiesta,Hatchback,Diesel,0
6474,Mercedes,Vito,Minivan,Diesel,1
6475,Toyota,Rare,Universal,Hybrid,1
6476,Toyota,Auris,Universal,Hybrid,1
6477,Renault,Scenic,Universal,Diesel,1
6478,Renault,Megane,Universal,Diesel,1
6479,Toyota,Camry,Sedan,Petrol,0
6480,Nissan,X-Trail,Crossover,Diesel,0
6481,Volkswagen,Passat CC,Sedan,Petrol,1
6482,Nissan,Qashqai+2,Crossover,Diesel,0
6483,Skoda,Rare,Universal,Diesel,0
6484,Skoda,Octavia,Sedan,Metan/Propan,0
6485,Mercedes,E Class,Sedan,Diesel,0
6486,Mercedes,E Class,Sedan,Diesel,1
6487,Lexus,CT Series,Hatchback,Hybrid,1
6488,Dacia,Logan,Universal,Diesel,0
6489,Renault,Scenic,Universal,Diesel,1
6490,BMW,5 Series,Sedan,Metan/Propan,0
6491,KIA,Sportage,Crossover,Diesel,1
6492,BMW,3 Series,Sedan,Petrol,1
6493,Volkswagen,Passat CC,Sedan,Petrol,1
6494,Renault,Megane,Sedan,Petrol,0
6495,Mazda,3,Sedan,Petrol,0
6496,Skoda,Superb,Sedan,Diesel,0
6497,Mercedes,Vito,Minivan,Diesel,1
6498,Hyundai,ix35,Crossover,Diesel,1
6499,Honda,Civic,Hatchback,Petrol,0
6500,Land Rover,Range Rover,SUV,Diesel,1
6501,Renault,Scenic,Universal,Diesel,0
6502,Audi,A4,Sedan,Petrol,1
6503,Nissan,X-Trail,Crossover,Petrol,0
6504,Volkswagen,Golf,Universal,Petrol,0
6505,Renault,Megane,Universal,Diesel,0
6506,Renault,Rare,Crossover,Petrol,0
6507,Dacia,Duster,Crossover,Diesel,0
6508,Opel,Astra,Hatchback,Diesel,0
6509,Opel,Astra,Hatchback,Petrol,1
6510,Audi,A4,Sedan,Diesel,0
6511,Mercedes,Vito,Minivan,Diesel,0
6512,Nissan,Rare,Universal,Diesel,0
6513,Audi,A4,Sedan,Petrol,0
6514,Ford,Mondeo,Universal,Diesel,0
6515,Lexus,Es Series,Sedan,Hybrid,1
6516,Toyota,Auris,Hatchback,Diesel,0
6517,BMW,X5,Crossover,Diesel,1
6518,Volvo,XC60,Crossover,Diesel,1
6519,Renault,Kadjar,Crossover,Diesel,1
6520,Ford,Mondeo,Sedan,Diesel,0
6521,Dacia,Logan,Sedan,Metan/Propan,0
6522,Volkswagen,Golf,Hatchback,Petrol,0
6523,Audi,Q5,Crossover,Petrol,1
6524,Audi,Q7,Crossover,Petrol,1
6525,Opel,Astra,Universal,Petrol,1
6526,BMW,Rare,Hatchback,Petrol,0
6527,Audi,Q5,Crossover,Diesel,1
6528,Renault,Clio,Universal,Diesel,0
6529,Honda,Accord,Sedan,Hybrid,1
6530,Volkswagen,Rare,Sedan,Diesel,1
6531,Audi,A6,Sedan,Petrol,0
6532,Dacia,Logan Mcv,Universal,Petrol,0
6533,Dacia,Duster,Crossover,Diesel,0
6534,Nissan,Rare,Minivan,Diesel,0
6535,Toyota,Rav 4,Crossover,Petrol,1
6536,Honda,Civic,Sedan,Metan/Propan,1
6537,Opel,Zafira,Universal,Petrol,0
6538,Hyundai,Santa FE,Crossover,Diesel,1
6539,Opel,Astra,Universal,Diesel,0
6540,Land Rover,Rare,Crossover,Diesel,1
6541,BMW,7 Series,Sedan,Petrol,1
6542,Hyundai,Sonata,Sedan,Metan/Propan,1
6543,KIA,Optima,Sedan,Petrol,1
6544,Lexus,CT Series,Hatchback,Hybrid,1
6545,BMW,Rare,Sedan,Diesel,1
6546,Citroen,Rare,Universal,Diesel,0
6547,Hyundai,Sonata,Sedan,Metan/Propan,1
6548,Byd,Rare,Sedan,Petrol,0
6549,Toyota,Rare,Universal,Metan/Propan,1
6550,Mercedes,E Class,Coupe,Metan/Propan,0
6551,Hyundai,Santa FE,Crossover,Diesel,1
6552,Toyota,Urban Cruiser,Hatchback,Diesel,0
6553,Mercedes,Rare,Crossover,Petrol,1
6554,Volkswagen,Touareg,Crossover,Diesel,1
6555,Volvo,Rare,Sedan,Petrol,1
6556,Volkswagen,Passat,Universal,Diesel,0
6557,Toyota,Land Cruiser,Crossover,Diesel,1
6558,Renault,Megane,Universal,Diesel,0
6559,Lexus,GS Series,Sedan,Petrol,1
6560,Dacia,Rare,Minivan,Diesel,0
6561,Nissan,X-Trail,Crossover,Diesel,1
6562,Mercedes,C Class,Sedan,Petrol,1
6563,Land Rover,Rare,Crossover,Diesel,1
6564,Toyota,Avensis,Universal,Diesel,1
6565,Volvo,XC60,Crossover,Petrol,1
6566,Toyota,Avensis,Sedan,Diesel,0
6567,Dacia,Duster,Crossover,Diesel,0
6568,Hyundai,Santa FE,Crossover,Diesel,1
6569,BMW,5 Series,Sedan,Diesel,1
6570,Audi,Q5,Crossover,Diesel,0
6571,Dacia,Duster,Crossover,Diesel,0
6572,Volkswagen,Golf,Hatchback,Diesel,1
6573,Ford,Fusion,Sedan,Plug-in Hybrid,1
6574,Ford,Fusion,Sedan,Hybrid,1
6575,Toyota,Prius,Hatchback,Hybrid,1
6576,Renault,Kangoo,Universal,Diesel,0
6577,Lexus,CT Series,Hatchback,Hybrid,1
6578,Nissan,Almera,Hatchback,Petrol,0
6579,Skoda,Octavia,Sedan,Petrol,0
6580,Audi,A6,Sedan,Diesel,1
6581,Toyota,Land Cruiser Prado,Universal,Petrol,1
6582,Ford,Focus,Universal,Petrol,0
6583,Volkswagen,Golf,Hatchback,Petrol,1
6584,Audi,Q7,Crossover,Petrol,1
6585,Mazda,Rare,Crossover,Petrol,0
6586,Opel,Zafira,Universal,Petrol,1
6587,Audi,Q5,Crossover,Diesel,1
6588,Mercedes,A Class,Hatchback,Petrol,0
6589,Hyundai,Santa FE,Crossover,Diesel,1
6590,Suzuki,Rare,Crossover,Petrol,1
6591,BMW,Rare,Universal,Petrol,1
6592,Mercedes,Rare,Minivan,Diesel,0
6593,Renault,Grand Scenic,Universal,Diesel,0
6594,Ford,Rare,Crossover,Petrol,1
6595,Renault,Megane,Universal,Diesel,0
6596,Toyota,Corolla,Hatchback,Diesel,0
6597,Volkswagen,Passat CC,Sedan,Petrol,1
6598,Skoda,Rare,Crossover,Petrol,1
6599,Jaguar,Rare,Sedan,Diesel,1
6600,Opel,Astra,Universal,Diesel,0
6601,Honda,Accord,Sedan,Petrol,1
6602,BMW,5 Series,Sedan,Diesel,1
6603,Peugeot,Rare,Sedan,Diesel,1
6604,Toyota,Auris,Hatchback,Petrol,0
6605,Peugeot,Rare,Hatchback,Diesel,0
6606,Volkswagen,Passat,Sedan,Diesel,1
6607,Volkswagen,Golf,Hatchback,Plug-in Hybrid,1
6608,Infiniti,Rare,Hatchback,Diesel,1
6609,Lexus,CT Series,Hatchback,Hybrid,1
6610,Mercedes,E Class,Sedan,Diesel,1
6611,Mercedes,GLK Class,Crossover,Diesel,1
6612,Volvo,Rare,Crossover,Diesel,1
6613,Mercedes,Rare,Hatchback,Petrol,1
6614,Volkswagen,Polo,Sedan,Petrol,0
6615,BMW,X3,Crossover,Petrol,1
6616,Toyota,Corolla,Sedan,Petrol,0
6617,Dacia,Logan,Sedan,Metan/Propan,0
6618,Toyota,Prius,Hatchback,Hybrid,1
6619,Mercedes,GLE,SUV,Diesel,1
6620,Toyota,Avalon,Sedan,Hybrid,1
6621,Mitsubishi,Rare,Crossover,Diesel,1
6622,Nissan,Qashqai,Crossover,Diesel,0
6623,Mazda,3,Sedan,Petrol,0
6624,Honda,Accord,Sedan,Diesel,0
6625,Volkswagen,Touran,Universal,Metan/Propan,0
6626,KIA,Sportage,Crossover,Diesel,1
6627,Opel,Meriva,Hatchback,Diesel,0
6628,Toyota,Auris,Universal,Diesel,0
6629,Volkswagen,Jetta,Sedan,Petrol,1
6630,Toyota,Rav 4,Crossover,Diesel,1
6631,Renault,Scenic,Hatchback,Diesel,0
6632,Dacia,Lodgy,Universal,Diesel,0
6633,BMW,X5,Crossover,Diesel,1
6634,Volkswagen,Touran,Universal,Diesel,0
6635,Toyota,Rare,Hatchback,Diesel,0
6636,Audi,Q7,Crossover,Diesel,1
6637,Honda,Civic,Sedan,Hybrid,1
6638,Land Rover,Freelander,Crossover,Diesel,1
6639,Hyundai,Tucson,Crossover,Petrol,1
6640,Mercedes,Rare,Minivan,Diesel,0
6641,Volkswagen,Sharan,Universal,Petrol,0
6642,Volkswagen,Golf,Coupe,Petrol,1
6643,Nissan,Primera,Sedan,Petrol,0
6644,BMW,5 Series,Sedan,Petrol,1
6645,KIA,Rare,Universal,Hybrid,1
6646,Mercedes,GLE,Crossover,Diesel,1
6647,BMW,5 Series,Sedan,Diesel,1
6648,Opel,Astra,Universal,Petrol,1
6649,Audi,A4,Sedan,Petrol,1
6650,Toyota,Rare,Universal,Diesel,0
6651,Audi,A4,Universal,Petrol,1
6652,Opel,Meriva,Hatchback,Diesel,0
6653,Mercedes,E Class,Coupe,Petrol,1
6654,Renault,Megane,Universal,Diesel,0
6655,Volkswagen,Passat,Sedan,Petrol,1
6656,BMW,X3,Sedan,Diesel,1
6657,Toyota,Auris,Hatchback,Diesel,0
6658,Dacia,Logan Mcv,Universal,Metan/Propan,0
6659,KIA,Rare,Hatchback,Diesel,0
6660,Skoda,Octavia,Combi,Metan/Propan,1
6661,Dacia,Rare,Combi,Diesel,0
6662,BMW,5 Series,Sedan,Diesel,1
6663,Toyota,Prius,Hatchback,Hybrid,1
6664,Hyundai,Rare,Sedan,Petrol,1
6665,Nissan,Rare,Crossover,Petrol,1
6666,Ssangyong,Rare,Crossover,Petrol,1
6667,Volkswagen,Touran,Universal,Petrol,0
6668,Toyota,Rare,Universal,Hybrid,1
6669,Nissan,Qashqai,Crossover,Diesel,0
6670,Skoda,Octavia,Sedan,Petrol,0
6671,Skoda,Superb,Sedan,Diesel,1
6672,Lexus,CT Series,Hatchback,Hybrid,1
6673,Volkswagen,Golf,Hatchback,Petrol,0
6674,Volkswagen,Touareg,Crossover,Diesel,1
6675,Renault,Scenic,Universal,Petrol,0
6676,Volvo,Rare,Sedan,Diesel,1
6677,Volkswagen,Passat,Sedan,Petrol,1
6678,Mitsubishi,Outlander,Crossover,Metan/Propan,0
6679,Land Rover,Freelander,Crossover,Metan/Propan,0
6680,Mercedes,Vito,Minivan,Diesel,0
6681,BMW,3 Series,Sedan,Metan/Propan,0
6682,Skoda,Fabia,Universal,Diesel,0
6683,Opel,Corsa,Hatchback,Diesel,0
6684,Volvo,Rare,Universal,Diesel,0
6685,Honda,CR-V,Crossover,Diesel,1
6686,Mitsubishi,Outlander,Crossover,Petrol,1
6687,Volkswagen,Passat,Sedan,Petrol,0
6688,Dacia,Logan,Sedan,Petrol,0
6689,Fiat,Rare,Hatchback,Petrol,0
6690,Toyota,Auris,Universal,Hybrid,1
6691,Hyundai,Rare,Hatchback,Petrol,1
6692,Honda,Accord,Sedan,Hybrid,1
6693,KIA,Sorento,Crossover,Diesel,1
6694,Volkswagen,Golf,Hatchback,Petrol,0
6695,Land Rover,Range Rover Sport,Crossover,Diesel,1
6696,BMW,X5,Crossover,Diesel,1
6697,Volkswagen,Passat,Sedan,Diesel,0
6698,Volkswagen,Passat,Sedan,Petrol,1
6699,Mitsubishi,Outlander,Crossover,Plug-in Hybrid,1
6700,Volkswagen,Touran,Universal,Petrol,0
6701,Dacia,Rare,Universal,Diesel,0
6702,KIA,Sportage,Crossover,Petrol,1
6703,Hyundai,Tucson,Crossover,Petrol,1
6704,Hyundai,Rare,Universal,Petrol,0
6705,Toyota,Prius,Hatchback,Plug-in Hybrid,1
6706,Hyundai,Tucson,Crossover,Metan/Propan,1
6707,Renault,Grand Scenic,Universal,Diesel,0
6708,Jaguar,Rare,Sedan,Petrol,1
6709,Dacia,Duster,Crossover,Diesel,1
6710,Opel,Insignia,Sedan,Petrol,0
6711,Toyota,Prius,Hatchback,Hybrid,1
6712,Skoda,Octavia,Universal,Petrol,1
6713,Renault,Scenic,Sedan,Diesel,0
6714,Toyota,Land Cruiser Prado,Crossover,Metan/Propan,1
6715,Suzuki,Rare,Hatchback,Diesel,0
6716,Volvo,XC60,Crossover,Diesel,1
6717,Volvo,Rare,Sedan,Diesel,1
6718,Audi,Rare,Crossover,Petrol,1
6719,Mercedes,Rare,Sedan,Diesel,0
6720,Porsche,Cayenne,Crossover,Hybrid,1
6721,BMW,5 Series,Sedan,Petrol,0
6722,Toyota,Auris,Hatchback,Petrol,0
6723,Renault,Clio,Hatchback,Petrol,0
6724,BMW,X3,Crossover,Diesel,1
6725,Opel,Astra,Universal,Diesel,0
6726,Volvo,Rare,Sedan,Diesel,1
6727,BMW,3 Series,Sedan,Petrol,0
6728,Rover,Rare,Sedan,Petrol,0
6729,Mercedes,E Class,Universal,Diesel,1
6730,Volvo,XC60,Crossover,Diesel,1
6731,Lexus,CT Series,Hatchback,Hybrid,1
6732,Hyundai,Tucson,Crossover,Petrol,1
6733,Audi,A4,Universal,Diesel,1
6734,BMW,X5,Crossover,Petrol,1
6735,Volvo,Rare,Sedan,Diesel,1
6736,Toyota,Prius,Hatchback,Hybrid,1
6737,Honda,CR-V,Crossover,Diesel,0
6738,Skoda,Fabia,Universal,Diesel,0
6739,Ford,Fusion,Sedan,Plug-in Hybrid,1
6740,Volkswagen,Golf,Hatchback,Plug-in Hybrid,1
6741,Skoda,Octavia,Sedan,Diesel,0
6742,Toyota,C-HR,Crossover,Hybrid,1
6743,Subaru,Rare,Universal,Diesel,0
6744,Chevrolet,Rare,Crossover,Diesel,1
6745,Skoda,Octavia,Sedan,Petrol,1
6746,Toyota,Prius,Hatchback,Plug-in Hybrid,1
6747,BMW,7 Series,Sedan,Petrol,1
6748,Nissan,Qashqai+2,Crossover,Diesel,0
6749,Mercedes,E Class,Sedan,Hybrid,1
6750,Toyota,Yaris,Hatchback,Diesel,0
6751,Hyundai,Rare,Hatchback,Petrol,1
6752,Opel,Astra,Universal,Petrol,1
6753,Skoda,Rare,Crossover,Diesel,1
6754,Toyota,Auris,Hatchback,Diesel,0
6755,Audi,Q5,Crossover,Hybrid,1
6756,Toyota,Rare,Hatchback,Plug-in Hybrid,1
6757,Subaru,Rare,Universal,Petrol,1
6758,Toyota,Auris,Hatchback,Diesel,0
6759,BMW,5 Series,Sedan,Hybrid,1
6760,Skoda,Fabia,Hatchback,Metan/Propan,0
6761,Ford,Fusion,Sedan,Hybrid,1
6762,BMW,7 Series,Sedan,Petrol,1
6763,Toyota,Prius,Hatchback,Hybrid,1
6764,Jaguar,Rare,Sedan,Diesel,1
6765,Volkswagen,Golf,Hatchback,Petrol,1
6766,Mercedes,Rare,Sedan,Diesel,1
6767,Volkswagen,Golf,Hatchback,Plug-in Hybrid,1
6768,Volkswagen,Jetta,Sedan,Diesel,1
6769,Honda,Rare,Hatchback,Petrol,0
6770,BMW,5 Series,Sedan,Plug-in Hybrid,1
6771,Toyota,Yaris,Hatchback,Diesel,1
6772,Toyota,Camry,Sedan,Hybrid,1
6773,Toyota,Prius,Hatchback,Petrol,1
6774,KIA,Rare,Sedan,Metan/Propan,0
6775,Volkswagen,Tiguan,Crossover,Petrol,1
6776,Lincoln,Rare,Sedan,Petrol,1
6777,BMW,X5,Crossover,Diesel,1
6778,Nissan,Qashqai,Crossover,Petrol,1
6779,BMW,X3,Hatchback,Diesel,1
6780,Renault,Grand Scenic,Universal,Diesel,0
6781,Renault,Laguna,Sedan,Diesel,0
6782,Opel,Meriva,Universal,Diesel,0
6783,Volkswagen,Polo,Hatchback,Diesel,0
6784,Toyota,Avensis,Sedan,Petrol,0
6785,Toyota,Rare,Universal,Diesel,0
6786,Volkswagen,Transporter,Minivan,Diesel,0
6787,BMW,Rare,Crossover,Diesel,1
6788,Ford,Fusion,Sedan,Hybrid,1
6789,Skoda,Superb,Sedan,Diesel,1
6790,Skoda,Fabia,Universal,Diesel,0
6791,Skoda,Octavia,Sedan,Petrol,0
6792,Audi,A5,Coupe,Petrol,1
6793,Volvo,Rare,Sedan,Petrol,1
6794,Lexus,Rare,SUV,Diesel,1
6795,Seat,Ibiza,Hatchback,Petrol,1
6796,Peugeot,Rare,Sedan,Diesel,1
6797,Suzuki,Rare,Crossover,Petrol,0
6798,Porsche,Cayenne,Crossover,Petrol,1
6799,Skoda,Rapid,Sedan,Petrol,0
6800,Volkswagen,Caddy,Combi,Diesel,1
6801,BMW,5 Series,Sedan,Diesel,1
6802,Land Rover,Range Rover Sport,Crossover,Diesel,1
6803,Volkswagen,Rare,Hatchback,Petrol,1
6804,Toyota,Auris,Hatchback,Petrol,0
6805,Volkswagen,Golf,Hatchback,Petrol,0
6806,Smart,Rare,Coupe,Diesel,1
6807,Hyundai,Tucson,Crossover,Diesel,1
6808,Volkswagen,Polo,Hatchback,Diesel,0
6809,Volkswagen,Jetta,Sedan,Petrol,1
6810,Land Rover,Altele,Crossover,Metan/Propan,1
6811,Opel,Rare,Crossover,Petrol,1
6812,Hyundai,Santa FE,Crossover,Diesel,1
6813,Dacia,Duster,Crossover,Diesel,0
6814,Renault,Clio,Universal,Petrol,0
6815,Toyota,Camry,Sedan,Hybrid,1
6816,Skoda,Superb,Sedan,Diesel,1
6817,Hyundai,Rare,Sedan,Diesel,0
6818,BMW,5 Series,Universal,Diesel,1
6819,Ford,Rare,Coupe,Petrol,1
6820,Mazda,Rare,Crossover,Petrol,1
6821,Peugeot,Rare,Hatchback,Petrol,1
6822,Toyota,Yaris,Hatchback,Diesel,1
6823,Toyota,Corolla,Hatchback,Diesel,0
6824,Skoda,Rare,Crossover,Petrol,1
6825,KIA,Sportage,Crossover,Petrol,1
6826,Subaru,Rare,Crossover,Diesel,0
6827,Toyota,Auris,Universal,Diesel,0
6828,BMW,5 Series,Sedan,Petrol,1
6829,Toyota,Prius,Hatchback,Hybrid,1
6830,Lexus,RX Series,Crossover,Hybrid,1
6831,Toyota,Camry,Sedan,Hybrid,1
6832,Toyota,Prius,Hatchback,Hybrid,1
6833,Land Rover,Rare,Crossover,Diesel,1
6834,Toyota,Auris,Universal,Hybrid,1
6835,BMW,3 Series,Sedan,Petrol,1
6836,Volvo,Rare,Sedan,Petrol,1
6837,Volkswagen,Golf,Hatchback,Plug-in Hybrid,1
6838,Toyota,Auris,Universal,Diesel,0
6839,Volvo,Rare,Universal,Diesel,1
6840,Dacia,Duster,Crossover,Diesel,0
6841,BMW,X6,Crossover,Petrol,1
6842,Volvo,Rare,Sedan,Diesel,1
6843,BMW,Rare,Hatchback,Hybrid,1
6844,Skoda,Superb,Sedan,Petrol,1
6845,Mercedes,E Class,Sedan,Diesel,1
6846,Chevrolet,Aveo,Sedan,Petrol,0
6847,Honda,Civic,Sedan,Petrol,1
6848,Toyota,Avalon,Sedan,Hybrid,1
6849,Rover,Rare,Sedan,Diesel,1
6850,Hyundai,Accent,Sedan,Diesel,0
6851,Dacia,Duster,Crossover,Diesel,0
6852,Dacia,Lodgy,Universal,Petrol,0
6853,Audi,A4,Universal,Diesel,1
6854,Skoda,Octavia,Universal,Petrol,0
6855,Opel,Astra,Hatchback,Metan/Propan,0
6856,Mazda,3,Sedan,Petrol,1
6857,Skoda,Fabia,Hatchback,Metan/Propan,0
6858,Volkswagen,Passat,Sedan,Petrol,0
6859,Mercedes,E Class,Sedan,Diesel,1
6860,Toyota,Land Cruiser Prado,Crossover,Diesel,1
6861,Skoda,Fabia,Universal,Diesel,0
6862,Peugeot,Rare,Sedan,Petrol,0
6863,Ford,Focus,Universal,Diesel,0
6864,Mercedes,B Class,Combi,Diesel,0
6865,Opel,Astra,Hatchback,Petrol,0
6866,Skoda,Octavia,Universal,Petrol,1
6867,Audi,Q7,Crossover,Diesel,1
6868,Volvo,XC90,Crossover,Diesel,1
6869,Renault,Clio,Hatchback,Petrol,1
6870,Toyota,Corolla Verso,Universal,Metan/Propan,0
6871,Renault,Megane,Sedan,Diesel,0
6872,Volkswagen,Transporter,Microvan,Diesel,0
6873,Hyundai,Sonata,Sedan,Hybrid,1
6874,Hyundai,Santa FE,Crossover,Metan/Propan,1
6875,BMW,X5,Crossover,Hybrid,1
6876,Dacia,Lodgy,Minivan,Diesel,0
6877,Citroen,Rare,Hatchback,Hybrid,1
6878,Ford,Fiesta,Hatchback,Petrol,0
6879,Hyundai,Santa FE,Crossover,Diesel,1
6880,Skoda,Fabia,Hatchback,Petrol,0
6881,Volvo,Rare,Sedan,Petrol,1
6882,Hyundai,Tucson,Crossover,Petrol,0
6883,Land Rover,Rare,SUV,Diesel,1
6884,Toyota,Rav 4,Crossover,Hybrid,1
6885,Renault,Megane,Universal,Diesel,0
6886,Chevrolet,Aveo,Sedan,Petrol,1
6887,Hyundai,Tucson,Crossover,Petrol,1
6888,Volkswagen,Jetta,Sedan,Petrol,1
6889,Toyota,C-HR,Crossover,Hybrid,1
